iter	RMSE
365	4.78303495
366	4.778897744
367	4.77578129
368	4.775462992
369	4.773894698
370	4.769191303
371	4.765968072
372	4.761631632
373	4.760450047
374	4.758044222
375	4.753224629
376	4.751102106
377	4.746563642
378	4.744995567
379	4.744259946
380	4.741052823
381	4.738078517
382	4.736752222
383	4.734997811
384	4.732034619
385	4.730382041
386	4.72994985
387	4.726843797
388	4.722142198
389	4.718354279
390	4.715775116
391	4.715218352
392	4.711803219
393	4.70882795
394	4.706103482
395	4.701901818
396	4.701495024
397	4.700945081
398	4.697851998
399	4.69440199
400	4.691403953
401	4.689917303
402	4.686132022
403	4.684998856
404	4.684377083
405	4.678930597
406	4.678131646
407	4.677197847
408	4.672821628
409	4.671083818
410	4.664517636
411	4.662369159
412	4.65999108
413	4.656387816
414	4.655430004
415	4.651816666
416	4.64614879
417	4.640593955
418	4.639523501
419	4.63599095
420	4.631478304
421	4.631044102
422	4.628296175
423	4.626130912
424	4.62380275
425	4.622891624
426	4.620213977
427	4.618881291
428	4.615059516
429	4.610882067
430	4.607777353
431	4.607213208
432	4.604167697
433	4.600354707
434	4.59680909
435	4.595743128
436	4.592692307
437	4.591881694
438	4.59039071
439	4.58725806
440	4.581733978
441	4.579561775
442	4.575961616
443	4.575230166
444	4.573297663
445	4.570865053
446	4.570173355
447	4.567404275
448	4.565902715
449	4.564520602
450	4.562032779
451	4.560434055
452	4.557449289
453	4.555432574
454	4.555041377
455	4.551337819
456	4.549884144
457	4.547450622
458	4.545321649
459	4.54285638
460	4.539159085
461	4.537599548
462	4.536005387
463	4.531943205
464	4.529321652
465	4.529095854
466	4.527217104
467	4.522820766
468	4.521756058
469	4.520693766
470	4.515839406
471	4.513284926
472	4.511832595
473	4.507253824
474	4.504667177
475	4.500551859
476	4.496574754
477	4.492946154
478	4.488927541
479	4.486686753
480	4.484149342
481	4.479771651
482	4.478567579
483	4.477183659
484	4.473217305
485	4.471787921
486	4.468640654
487	4.467631919
488	4.465453973
489	4.462111293
490	4.459153668
491	4.45857772
492	4.458230964
493	4.456269686
494	4.45385648
495	4.453264079
496	4.448483425
497	4.445752027
498	4.442114312
499	4.439434399
500	4.436794121
501	4.43469747
502	4.432637747
503	4.432428588
504	4.431099089
505	4.427188739
506	4.425045072
507	4.423861121
508	4.421304099
509	4.420900286
510	4.417249579
511	4.413674836
512	4.409819178
513	4.407658367
514	4.405969617
515	4.40222452
516	4.399472048
517	4.395107842
518	4.393244651
519	4.391824229
520	4.390238223
521	4.387471416
522	4.385214591
523	4.38323938
524	4.382288515
525	4.38084777
526	4.378842875
527	4.376891586
528	4.375860796
529	4.372762815
530	4.369512563
531	4.365776782
532	4.361904999
533	4.359930468
534	4.358967828
535	4.356044463
536	4.354658442
537	4.354368418
538	4.35276904
539	4.348922222
540	4.346981207
541	4.344762338
542	4.343492685
543	4.341209497
544	4.338347846
545	4.336178564
546	4.334622997
547	4.334092896
548	4.333812084
549	4.329609125
550	4.326506119
551	4.322483831
552	4.319697212
553	4.318076711
554	4.314865919
555	4.311049438
556	4.30935729
557	4.306252825
558	4.304731775
559	4.300031576
560	4.2997506
561	4.296395556
562	4.296177627
563	4.295096221
564	4.294810982
565	4.292596005
566	4.289907779
567	4.286646961
568	4.285452254
569	4.283315469
570	4.280427146
571	4.280073716
572	4.278147266
573	4.277798361
574	4.275478087
575	4.275210317
576	4.274279803
577	4.269218381
578	4.268104378
579	4.26438344
580	4.26385645
581	4.261435935
582	4.257314406
583	4.256509647
584	4.252671904
585	4.250197006
586	4.248746537
587	4.247915378
588	4.242097628
589	4.241855234
590	4.241566852
591	4.241383766
592	4.238774271
593	4.237120629
594	4.236029753
595	4.234596563
596	4.233061949
597	4.232524834
598	4.23051558
599	4.22883027
600	4.228598438
601	4.225001354
602	4.221563196
603	4.217505085
604	4.213063206
605	4.211611376
606	4.209405679
607	4.208996442
608	4.205649193
609	4.203684013
610	4.20177034
611	4.199014935
612	4.198715163
613	4.198397156
614	4.198176431
615	4.196302652
616	4.193041568
617	4.189616229
618	4.187481267
619	4.185827951
620	4.185651517
621	4.181025198
622	4.179760733
623	4.17598446
624	4.174201185
625	4.1727674
626	4.17118167
627	4.16949528
628	4.166412178
629	4.164723571
630	4.163566947
631	4.159532403
632	4.159121945
633	4.15609593
634	4.154310546
635	4.153122261
636	4.150760821
637	4.149496272
638	4.1475341
639	4.147264462
640	4.144509864
641	4.144029876
642	4.142841744
643	4.140945883
644	4.138840845
645	4.135586944
646	4.133828466
647	4.133311109
648	4.132763225
649	4.132398091
650	4.129402423
651	4.12746899
652	4.125189649
653	4.123676301
654	4.121747346
655	4.120095762
656	4.119212186
657	4.118908888
658	4.117226736
659	4.116289516
660	4.114716255
661	4.114520407
662	4.112716566
663	4.108088817
664	4.106469334
665	4.104113049
666	4.100036213
667	4.099845181
668	4.098902141
669	4.097781845
670	4.09621074
671	4.093952729
672	4.091280382
673	4.088820589
674	4.085973444
675	4.084883608
676	4.083914128
677	4.082991537
678	4.080357859
679	4.077862838
680	4.077363781
681	4.074349152
682	4.070119336
683	4.068151068
684	4.064221579
685	4.062997494
686	4.061933488
687	4.060987906
688	4.058007768
689	4.056783383
690	4.053863484
691	4.05355254
692	4.051506025
693	4.048323913
694	4.045489412
695	4.043722198
696	4.041636807
697	4.039964123
698	4.038551773
699	4.037667718
700	4.037286978
701	4.036284464
702	4.035599072
703	4.034559198
704	4.032451558
705	4.031668053
706	4.028960894
707	4.028402681
708	4.025439319
709	4.02475248
710	4.024043539
711	4.022704452
712	4.021497411
713	4.020479498
714	4.016982793
715	4.015331855
716	4.01208977
717	4.011866661
718	4.010932718
719	4.010498548
720	4.009405943
721	4.006010657
722	4.002336281
723	3.999496833
724	3.997464645
725	3.995975123
726	3.995649896
727	3.995022567
728	3.992664304
729	3.991545461
730	3.989691059
731	3.989367911
732	3.987413684
733	3.985854368
734	3.982738206
735	3.980782638
736	3.979958814
737	3.976885017
738	3.975985242
739	3.975570284
740	3.975013464
741	3.973333712
742	3.972277389
743	3.971757818
744	3.969412602
745	3.968005799
746	3.965772468
747	3.963366956
748	3.962465997
749	3.961275918
750	3.96025568
751	3.958529352
752	3.956641154
753	3.956489795
754	3.954981791
755	3.954818848
756	3.953064341
757	3.951511447
758	3.948070556
759	3.947277967
760	3.946469322
761	3.946098277
762	3.943177033
763	3.942522283
764	3.941655659
765	3.940727047
766	3.938350144
767	3.937507025
768	3.936815834
769	3.934819194
770	3.933387573
771	3.930252641
772	3.926465538
773	3.926044719
774	3.922232083
775	3.920934757
776	3.919640264
777	3.915169924
778	3.912917108
779	3.911259488
780	3.910185417
781	3.909251539
782	3.907833192
783	3.906219295
784	3.905350165
785	3.905025472
786	3.904139517
787	3.902921323
788	3.901174524
789	3.901135038
790	3.90003026
791	3.89848473
792	3.895691106
793	3.894853289
794	3.894048053
795	3.891638133
796	3.891476778
797	3.889852267
798	3.889094898
799	3.887113875
800	3.886736107
801	3.884505779
802	3.882755637
803	3.881323228
804	3.878353567
805	3.876964495
806	3.875835018
807	3.872185676
808	3.8688159
809	3.868632384
810	3.867680215
811	3.864128601
812	3.863140092
813	3.862447929
814	3.861693644
815	3.859987074
816	3.85649986
817	3.855121934
818	3.852956987
819	3.850225082
820	3.849317482
821	3.845292993
822	3.842046471
823	3.840791696
824	3.839519767
825	3.837016936
826	3.833734207
827	3.831822996
828	3.83121513
829	3.830379667
830	3.828279159
831	3.82730242
832	3.826382339
833	3.825147967
834	3.824315167
835	3.821431611
836	3.818981235
837	3.817719015
838	3.816026029
839	3.815423078
840	3.813447701
841	3.809921149
842	3.80979231
843	3.808071137
844	3.805321149
845	3.803152661
846	3.802291001
847	3.801835068
848	3.800424856
849	3.796987953
850	3.796637981
851	3.79337267
852	3.792538608
853	3.789847772
854	3.786581591
855	3.784039339
856	3.783919509
857	3.781807732
858	3.781140514
859	3.777422513
860	3.774908853
861	3.774230742
862	3.770779836
863	3.768963863
864	3.768834347
865	3.767989899
866	3.767075855
867	3.76681826
868	3.764300186
869	3.762750155
870	3.759839949
871	3.757987373
872	3.755288519
873	3.753817729
874	3.750947157
875	3.748081951
876	3.747776256
877	3.743705861
878	3.742181497
879	3.738425926
880	3.73643407
881	3.735102133
882	3.733605639
883	3.727983497
884	3.726983011
885	3.724882523
886	3.721242005
887	3.718994707
888	3.718792729
889	3.71604455
890	3.713463341
891	3.712692712
892	3.711535533
893	3.710512792
894	3.70931096
895	3.706626703
896	3.70610837
897	3.70439298
898	3.703998825
899	3.703961259
900	3.703443382
901	3.702808463
902	3.699801075
903	3.699205367
904	3.698566398
905	3.69774753
906	3.696953022
907	3.696202231
908	3.693327425
909	3.692685465
910	3.691344609
911	3.689699597
912	3.686724953
913	3.685917798
914	3.685675295
915	3.682523618
916	3.681950163
917	3.680195962
918	3.679549043
919	3.678043155
920	3.675977545
921	3.674776652
922	3.674715815
923	3.672579167
924	3.671436931
925	3.669983982
926	3.669692572
927	3.669385391
928	3.667066082
929	3.666088146
930	3.664700776
931	3.663711163
932	3.663094514
933	3.659626641
934	3.658738773
935	3.65781302
936	3.655964963
937	3.653834578
938	3.653328633
939	3.652685911
940	3.652549494
941	3.650692303
942	3.649959124
943	3.649166677
944	3.647298928
945	3.647009313
946	3.646618588
947	3.643918611
948	3.643739223
949	3.643165738
950	3.643001465
951	3.64199519
952	3.641353118
953	3.64097884
954	3.636263539
955	3.634732449
956	3.633695812
957	3.633152934
958	3.630701933
959	3.628095548
960	3.625520772
961	3.624704104
962	3.623942352
963	3.623027479
964	3.6226615
965	3.621796197
966	3.620031296
967	3.619518103
968	3.618631177
969	3.616142002
970	3.616062696
971	3.615945065
972	3.615220839
973	3.613283608
974	3.610576327
975	3.610366051
976	3.60828104
977	3.607206251
978	3.605225482
979	3.602633007
980	3.602099677
981	3.601098457
982	3.600243879
983	3.597794285
984	3.595801445
985	3.595002035
986	3.592887851
987	3.591993068
988	3.590433282
989	3.587569514
990	3.58477796
991	3.583540768
992	3.58024283
993	3.579768693
994	3.57838154
995	3.575863167
996	3.574822066
997	3.572652755
998	3.572578719
999	3.572092775
